Product_ID,Product_Name,Category,Unit_Cost_USD,Year,Month,Demand_Units,Warehouse_ID,Supplier_ID,Stock_Units,Reorder_Point_Units,Inventory_Lead_Time_Days,Inventory_Value_USD,Supplier_Name,Supplier_Lead_Time_Days,Reliability_Score,Holding_Cost_Per_Unit_USD,Warehouse_Location,Warehouse_Capacity_Units
P2264,Product1265 ,GEARS,362.51,2022,8,481,W1,S186,157,184,18,47767.56,Supplier_87,5,0.82,0.24, Phoenix,69569
P1668,Product669 ,ENGINE PARTS,342.03,2023,8,292,W9,S134,8,87,12,21823.39,Supplier_35,21,0.85,1.44,San Diego ,47212
P2229, Product1230,BATTERY PACKS,370.18,2022,7,329,W6,S139,865,321,23,18173.44,Supplier_40,29,0.91,0.67,Los Angeles ,44647
P2245,Product1246 ,BATTERY PACKS,414.87,2023,8,453,W7,S198,120,134,20,49696.18,Supplier_99,27,0.99,0.88, Dallas,68292
P3422, Product2423,battery packs,366.2,2023,11,273,W10,S121,51,252,21,9320.6,Supplier_22,11,0.88,1.36, Chicago,56222
P3617,Product2618 ,battery packs,191.96,2023,4,54,W1,S196,625,177,26,42108.8,Supplier_97,9,0.98,0.56, Phoenix,69569
P2630, Product1631,gears,304.41,2022,8,53,W8,S159,281,260,18,19945.65,Supplier_60,13,0.96,0.2, Houston,20877
P3089, Product2090,ENGINE PARTS,156.38,2023,9,238,W7,S112,991,477,13,6843.49,Supplier_13,27,0.88,0.9, Dallas,68292
P1901,Product902 ,ENGINE PARTS,297.77,2022,9,231,W3,S122,147,213,20,39674.06,Supplier_23,15,0.9,0.91,Philadelphia ,48714
P2771,Product1772 ,BOLTS,194.02,2023,4,223,W3,S191,694,82,19,24060.85,Supplier_92,17,0.92,0.93,Philadelphia ,48714
P1001,Product2 ,BOLTS,144.06,2022,6,263,W1,S131,644,68,5,8440.85,Supplier_32,17,0.85,0.67, Phoenix,69569
P1072,Product73 ,battery packs,193.11,2023,6,414,W2,S169,183,160,16,23214.87,Supplier_70,26,0.81,1.41, Dallas,37687
P1166, Product167,GEARS,90.87,2022,5,320,W3,S140,478,274,24,13783.95,Supplier_41,20,0.97,1.05,Philadelphia ,48714
P3489, Product2490,BRAKE PADS,240.52,2022,4,405,W5,S132,252,66,29,19977.2,Supplier_33,9,0.98,0.99, New York,43441
P1080, Product81,BRAKE PADS,358.43,2022,3,365,W9,S115,537,339,10,19450.09,Supplier_16,19,0.94,1.3,San Diego ,47212
P1513,Product514 ,GEARS,311.95,2023,7,121,W8,S180,742,397,10,34715.4,Supplier_81,8,0.88,0.26, Houston,20877
P2566,Product1567 ,brake pads,355.94,2023,10,239,W9,S105,610,214,29,1459.24,Supplier_6,14,0.9,0.69,San Diego ,47212
P1452, Product453,BATTERY PACKS,328.5,2023,10,214,W6,S189,824,343,29,1098.8,Supplier_90,11,0.97,0.17,Los Angeles ,44647
P1624,Product625 ,BATTERY PACKS,375.59,2023,12,418,W4,S146,2,94,16,43223.8,Supplier_47,20,0.9,0.49, Chicago,78107
P2931,Product1932 ,bolts,292.37,2022,3,288,W6,S128,440,283,15,12947.72,Supplier_29,10,0.97,0.87,Los Angeles ,44647
P2490, Product1491,gears,125.87,2023,3,252,W6,S160,783,474,25,27885.35,Supplier_61,22,0.83,0.32,Los Angeles ,44647
P1727, Product728,GEARS,322.42,2022,7,397,W1,S142,756,260,25,37979.24,Supplier_43,8,0.85,0.59, Phoenix,69569
P1291, Product292,battery packs,146.75,2022,5,67,W1,S178,984,74,12,25345.96,Supplier_79,11,0.94,0.31, Phoenix,69569
P1596,Product597 ,ENGINE PARTS,136.95,2023,6,227,W5,S175,688,309,18,44484.53,Supplier_76,13,1,1.21, New York,43441
P1390, Product391,brake pads,13.16,2023,3,380,W9,S186,610,139,8,13655.42,Supplier_87,5,0.82,1.16,San Diego ,47212
P1205,Product206 ,engine parts,320.13,2022,10,132,W9,S164,906,64,27,17839.44,Supplier_65,25,0.9,1.3,San Diego ,47212
P2710,Product1711 ,battery packs,248.32,2022,2,478,W5,S120,914,240,25,24078.71,Supplier_21,28,0.89,1.31, New York,43441
P1067, Product68,bolts,452.26,2022,6,164,W8,S127,8370,241,5,8029.11,Supplier_28,5,0.86,1.28, Houston,20877
P1576, Product577,battery packs,173.89,2022,2,324,W4,S187,488,149,5,5302.74,Supplier_88,27,0.96,0.26, Chicago,78107
P2708,Product1709 ,GEARS,38.72,2023,6,382,W3,S106,756,58,10,45895.49,Supplier_7,29,0.94,0.35,Philadelphia ,48714
P2264,Product1265 ,GEARS,362.51,2022,8,109,W1,S186,157,184,18,47767.56,Supplier_87,5,0.82,0.24, Phoenix,69569
P2237,Product1238 ,bolts,303.81,2023,11,396,W7,S194,495,362,25,4706.99,Supplier_95,15,0.87,0.37, Dallas,68292
P1833, Product834,GEARS,324.22,2023,10,400,W4,S118,758,66,29,41035.49,Supplier_19,5,0.83,1.35, Chicago,78107
P3769, Product2770,GEARS,434.29,2023,3,410,W6,S110,321,68,24,36490.65,Supplier_11,7,0.9,1.06,Los Angeles ,44647
P1475, Product476,engine parts,446.81,2023,1,55,W8,S192,74,148,24,42521.82,Supplier_93,16,0.89,0.79, Houston,20877
P2160, Product1161,engine parts,224.62,2022,4,81,W7,S102,759,405,9,3894.73,Supplier_3,28,0.9,1.03, Dallas,68292
P3562,Product2563 ,engine parts,10.57,2022,12,93,W6,S112,279,397,14,34313.85,Supplier_13,27,0.88,0.35,Los Angeles ,44647
P3515,Product2516 ,BRAKE PADS,237.83,2022,3,111,W2,S117,516,234,25,37132.84,Supplier_18,22,0.88,0.42, Dallas,37687
P2490, Product1491,gears,125.87,2023,12,436,W6,S160,783,474,25,27885.35,Supplier_61,22,0.83,0.32,Los Angeles ,44647
P2206, Product1207,engine parts,130.17,2023,7,253,W10,S136,23,357,18,21390.47,Supplier_37,23,0.94,0.18, Chicago,56222
P2191,Product1192 ,BOLTS,34.59,2022,11,404,W8,S110,999,497,14,27745.35,Supplier_11,7,0.9,0.77, Houston,20877
P3899, Product2900,BRAKE PADS,17.33,2023,9,387,W10,S111,5720,429,14,5881.75,Supplier_12,9,1,1.24, Chicago,56222
P2281, Product1282,GEARS,177.54,2022,8,129,W7,S188,671,126,14,49955.59,Supplier_89,20,0.95,0.87, Dallas,68292
P3940, Product2941,bolts,110.61,2023,4,110,W2,S124,167,299,11,20636.75,Supplier_25,27,0.82,0.73, Dallas,37687
P1445,Product446 ,ENGINE PARTS,388.11,2022,10,250,W10,S168,757,474,15,14809,Supplier_69,12,0.84,0.65, Chicago,56222
P2490, Product1491,gears,125.87,2022,10,56,W4,S188,754,240,25,10092.56,Supplier_89,20,0.95,0.73, Chicago,78107
P2821, Product1822,battery packs,322.31,2023,8,494,W2,S109,556,152,9,33146.96,Supplier_10,9,0.83,0.28, Dallas,37687
P1994, Product995,bolts,431.29,2023,6,84,W4,S184,661,243,11,5814.29,Supplier_85,15,0.8,0.25, Chicago,78107
P2589, Product1590,BATTERY PACKS,88,2023,9,381,W1,S103,267,180,24,2927.67,Supplier_4,14,0.9,0.86, Phoenix,69569
P1877, Product878,GEARS,453.53,2022,1,267,W5,S129,672,206,11,48672.07,Supplier_30,6,0.84,0.91, New York,43441
P3145, Product2146,battery packs,211.95,2022,8,258,W3,S155,900,318,5,21936.02,Supplier_56,13,0.91,0.46,Philadelphia ,48714
P3724, Product2725,ENGINE PARTS,353.84,2023,12,3010,W6,S168,581,324,14,26678.19,Supplier_69,12,0.84,0.57,Los Angeles ,44647
P1570, Product571,GEARS,179.64,2022,12,126,W2,S170,817,447,14,42281.93,Supplier_71,23,0.97,0.49, Dallas,37687
P2486,Product1487 ,BATTERY PACKS,315.68,2022,4,267,W10,S166,824,65,26,23779.71,Supplier_67,6,0.88,0.6, Chicago,56222
P3646, Product2647,battery packs,145.62,2022,4,478,W9,S105,887,498,20,34593.85,Supplier_6,14,0.9,1.41,San Diego ,47212
P3346, Product2347,engine parts,473.01,2023,5,178,W10,S157,467,480,12,25369.19,Supplier_58,18,1,0.29, Chicago,56222
P3504, Product2505,engine parts,150.48,2023,11,82,W8,S135,848,466,25,33732.47,Supplier_36,15,0.98,1.34, Houston,20877
P1772,Product773 ,GEARS,171.09,2022,12,486,W7,S177,858,381,7,16756.53,Supplier_78,22,0.99,0.57, Dallas,68292
P1338, Product339,brake pads,139.92,2023,1,316,W7,S176,765,368,26,45502.74,Supplier_77,25,0.81,0.69, Dallas,68292
P1518, Product519,gears,293.08,2022,12,197,W5,S101,905,191,21,8862.03,Supplier_2,12,0.83,0.14, New York,43441
P3482,Product2483 ,battery packs,484.07,2022,7,417,W8,S154,516,354,21,44277.18,Supplier_55,26,0.9,0.92, Houston,20877
P2779, Product1780,ENGINE PARTS,327.92,2022,5,114,W6,S111,15,156,8,5271.41,Supplier_12,9,1,0.5,Los Angeles ,44647
P1365,Product366 ,BATTERY PACKS,201.66,2023,5,191,W6,S148,683,264,26,21134.66,Supplier_49,17,0.82,0.33,Los Angeles ,44647
P2485,Product1486 ,GEARS,187.63,2023,7,180,W9,S182,992,337,26,7723.82,Supplier_83,5,0.83,0.41,San Diego ,47212
P2210,Product1211 ,gears,90.26,2022,7,112,W1,S142,263,311,8,22188.4,Supplier_43,8,0.85,0.11, Phoenix,69569
P1338, Product339,brake pads,139.92,2023,1,75,W7,S176,765,368,26,45502.74,Supplier_77,25,0.81,0.69, Dallas,68292
P2667,Product1668 ,brake pads,235.07,2023,4,134,W3,S110,982,355,28,16908.48,Supplier_11,7,0.9,0.86,Philadelphia ,48714
P1059,Product60 ,battery packs,65.84,2022,2,62,W6,S106,881,183,10,15036.22,Supplier_7,29,0.94,1.13,Los Angeles ,44647
P3276, Product2277,ENGINE PARTS,123.79,2022,8,408,W9,S129,305,226,23,34506.77,Supplier_30,6,0.84,0.64,San Diego ,47212
P2915, Product1916,BATTERY PACKS,52.71,2023,11,129,W4,S116,838,148,28,29160.76,Supplier_17,29,0.8,0.21, Chicago,78107
P2765,Product1766 ,BRAKE PADS,334.29,2023,7,467,W8,S100,981,52,28,16918.29,Supplier_1,18,0.93,1.35, Houston,20877
P2590,Product1591 ,gears,66.48,2023,10,432,W5,S171,464,85,28,7498.9,Supplier_72,27,0.81,1.5, New York,43441
P1272, Product273,bolts,116.8,2022,10,66,W8,S117,77,412,15,14530.35,Supplier_18,22,0.88,1.41, Houston,20877
P1912,Product913 ,battery packs,42.12,2023,9,265,W7,S106,577,70,8,37836.66,Supplier_7,29,0.94,1.01, Dallas,68292
P2527, Product1528,brake pads,113.29,2023,3,397,W7,S186,8,325,8,39942.23,Supplier_87,5,0.82,0.65, Dallas,68292
P3609, Product2610,brake pads,252.91,2022,11,134,W4,S123,215,491,21,47999.59,Supplier_24,29,0.8,0.34, Chicago,78107
P2247, Product1248,GEARS,161.51,2023,2,494,W9,S162,515,421,17,49648.83,Supplier_63,24,0.85,0.53,San Diego ,47212
P1010,Product11 ,bolts,399.03,2022,4,177,W9,S101,312,120,15,14602.56,Supplier_2,12,0.83,1.13,San Diego ,47212
P3227,Product2228 ,bolts,436.31,2022,3,440,W2,S100,223,286,20,49069.55,Supplier_1,18,0.93,0.42, Dallas,37687
P1582,Product583 ,BRAKE PADS,163.9,2023,2,99,W9,S142,570,108,7,6826.27,Supplier_43,8,0.85,0.25,San Diego ,47212
P3486, Product2487,bolts,130.26,2022,9,486,W3,S168,735,199,19,29984.33,Supplier_69,12,0.84,1.02,Philadelphia ,48714
P3679,Product2680 ,BRAKE PADS,283.2,2023,10,199,W1,S126,404,325,6,14632.6,Supplier_27,6,0.94,1.09, Phoenix,69569
P2259, Product1260,BRAKE PADS,93.79,2022,11,275,W1,S128,5940,428,21,8183.88,Supplier_29,10,0.97,1.28, Phoenix,69569
P2632, Product1633,ENGINE PARTS,338.94,2023,12,498,W2,S125,255,165,6,37149.84,Supplier_26,22,0.98,1.47, Dallas,37687
P2971, Product1972,BATTERY PACKS,118.25,2023,11,50,W4,S159,808,156,26,43709.99,Supplier_60,13,0.96,0.72, Chicago,78107
P2517,Product1518 ,GEARS,239.52,2022,6,172,W4,S106,434,464,21,32450.89,Supplier_7,29,0.94,0.94, Chicago,78107
P3003,Product2004 ,GEARS,244.42,2023,11,490,W10,S176,386,76,22,2748.31,Supplier_77,25,0.81,0.32, Chicago,56222
P1649, Product650,BATTERY PACKS,78.1,2023,5,459,W2,S133,226,484,25,13288.83,Supplier_34,13,0.85,0.71, Dallas,37687
P3840,Product2841 ,GEARS,395.7,2022,3,115,W6,S147,698,413,14,2348.02,Supplier_48,11,0.87,0.3,Los Angeles ,44647
P3050,Product2051 ,BOLTS,414.14,2022,8,498,W5,S132,373,288,21,28252.23,Supplier_33,9,0.98,0.66, New York,43441
P2597,Product1598 ,GEARS,133.11,2022,4,315,W9,S154,180,355,17,1925.46,Supplier_55,26,0.9,1.5,San Diego ,47212
P1152, Product153,ENGINE PARTS,196.56,2022,10,417,W2,S136,52,115,11,13266.44,Supplier_37,23,0.94,1.3, Dallas,37687
P3436, Product2437,brake pads,89.93,2022,12,367,W7,S140,607,57,5,6150.36,Supplier_41,20,0.97,0.24, Dallas,68292
P3677, Product2678,bolts,183.66,2023,1,452,W3,S100,795,132,9,17788.72,Supplier_1,18,0.93,0.47,Philadelphia ,48714
P1725,Product726 ,BOLTS,259.42,2022,6,431,W10,S185,601,76,6,46557.99,Supplier_86,21,0.8,0.58, Chicago,56222
P2935, Product1936,bolts,237.11,2022,10,60,W9,S145,472,462,25,49626.27,Supplier_46,27,0.83,1.15,San Diego ,47212
P3530,Product2531 ,BATTERY PACKS,371.29,2023,11,192,W2,S130,229,447,5,16653.52,Supplier_31,7,0.84,1.44, Dallas,37687
P3429, Product2430,GEARS,429.84,2022,10,107,W6,S177,800,321,8,4756.99,Supplier_78,22,0.99,0.88,Los Angeles ,44647
P2186,Product1187 ,BATTERY PACKS,90.82,2022,1,76,W5,S151,731,484,6,25558.63,Supplier_52,19,0.91,1.15, New York,43441
P1912,Product913 ,battery packs,42.12,2022,9,371,W7,S106,577,70,8,37836.66,Supplier_7,29,0.94,1.01, Dallas,68292
P1399,Product400 ,GEARS,311.15,2022,8,471,W8,S156,582,230,9,49039.6,Supplier_57,27,0.92,1.49, Houston,20877
P2924, Product1925,BATTERY PACKS,398.78,2023,6,194,W4,S137,362,233,17,20987.78,Supplier_38,14,0.96,0.24, Chicago,78107
P1787,Product788 ,ENGINE PARTS,451.55,2022,2,194,W1,S198,9,205,29,43513.69,Supplier_99,27,0.99,1.3, Phoenix,69569
P3765, Product2766,brake pads,121.4,2022,1,341,W4,S183,394,432,7,18049.16,Supplier_84,15,0.82,0.28, Chicago,78107
P2348, Product1349,GEARS,452.22,2022,4,302,W6,S136,136,464,15,24900.59,Supplier_37,23,0.94,1.24,Los Angeles ,44647
P2160, Product1161,engine parts,224.62,2023,3,238,W7,S102,759,405,9,3894.73,Supplier_3,28,0.9,1.03, Dallas,68292
P2097,Product1098 ,gears,330.65,2022,9,322,W9,S155,216,296,11,21921.97,Supplier_56,13,0.91,0.2,San Diego ,47212
P2171,Product1172 ,GEARS,285.84,2023,2,489,W9,S175,754,225,18,45384.09,Supplier_76,13,1,0.23,San Diego ,47212
P1253,Product254 ,bolts,38.09,2022,12,187,W7,S146,37,70,27,21766.38,Supplier_47,20,0.9,0.5, Dallas,68292
P1117,Product118 ,battery packs,289.06,2023,4,287,W5,S113,248,119,24,15988.66,Supplier_14,25,0.81,0.86, New York,43441
P3263,Product2264 ,BATTERY PACKS,48.52,2022,5,271,W1,S177,7390,370,18,33047.57,Supplier_78,22,0.99,1.4, Phoenix,69569
P2171,Product1172 ,GEARS,285.84,2023,8,186,W9,S175,754,225,18,45384.09,Supplier_76,13,1,0.23,San Diego ,47212
P3064,Product2065 ,bolts,268.28,2023,5,366,W3,S122,727,312,5,12656.59,Supplier_23,15,0.9,0.99,Philadelphia ,48714
P1755, Product756,BRAKE PADS,463.79,2022,5,309,W7,S154,178,263,20,16651.86,Supplier_55,26,0.9,0.5, Dallas,68292
P1570, Product571,GEARS,179.64,2022,8,93,W2,S170,817,447,14,42281.93,Supplier_71,23,0.97,0.49, Dallas,37687
P2863, Product1864,BRAKE PADS,448.34,2022,3,77,W9,S198,498,385,21,45704.92,Supplier_99,27,0.99,0.99,San Diego ,47212
P1690,Product691 ,GEARS,414.71,2022,4,174,W8,S150,984,479,12,26725.37,Supplier_51,23,0.98,0.65, Houston,20877
P1359, Product360,bolts,445.86,2023,5,287,W4,S143,252,484,11,44511.97,Supplier_44,18,0.84,0.92, Chicago,78107
P3650,Product2651 ,BATTERY PACKS,56.49,2022,10,73,W4,S180,139,84,7,20545.03,Supplier_81,8,0.88,0.53, Chicago,78107
P1858,Product859 ,gears,59.71,2023,1,273,W2,S174,681,438,24,26706.67,Supplier_75,10,0.83,1, Dallas,37687
P2771,Product1772 ,BOLTS,194.02,2023,7,293,W3,S191,694,82,19,24060.85,Supplier_92,17,0.92,0.93,Philadelphia ,48714
P1872, Product873,brake pads,473.54,2023,10,233,W1,S151,1,289,7,32750.21,Supplier_52,19,0.91,0.61, Phoenix,69569
P3228,Product2229 ,BOLTS,251.55,2022,2,340,W7,S131,52,160,14,8687.21,Supplier_32,17,0.85,1.33, Dallas,68292
P1875,Product876 ,brake pads,320.64,2023,7,457,W3,S163,696,406,25,35674.28,Supplier_64,6,0.9,1.46,Philadelphia ,48714
P1166, Product167,GEARS,90.87,2023,11,261,W2,S148,896,451,12,34479.03,Supplier_49,17,0.82,1.47, Dallas,37687
P2588, Product1589,bolts,464.95,2023,5,443,W8,S147,78,425,25,42259.01,Supplier_48,11,0.87,0.69, Houston,20877
P1779, Product780,battery packs,412.12,2022,5,423,W6,S113,952,491,10,46680.19,Supplier_14,25,0.81,0.32,Los Angeles ,44647
P2125, Product1126,BRAKE PADS,198.6,2023,7,1600,W9,S133,16,379,22,47293.57,Supplier_34,13,0.85,0.6,San Diego ,47212
P1770, Product771,GEARS,113.31,2023,2,499,W10,S117,634,317,11,24611.04,Supplier_18,22,0.88,1.05, Chicago,56222
P2574, Product1575,bolts,56.26,2023,12,261,W1,S130,208,300,22,8837.78,Supplier_31,7,0.84,1.43, Phoenix,69569
P2999,Product2000 ,BATTERY PACKS,362.38,2023,8,381,W2,S115,250,275,13,26370.72,Supplier_16,19,0.94,0.51, Dallas,37687
P2973,Product1974 ,BOLTS,268.01,2023,6,111,W4,S149,903,208,22,46925.13,Supplier_50,17,0.89,1.25, Chicago,78107
P3091,Product2092 ,gears,453.55,2022,12,409,W4,S135,376,73,26,5588.45,Supplier_36,15,0.98,0.88, Chicago,78107
P1140,Product141 ,battery packs,13.93,2023,5,396,W5,S174,4,50,26,7370.64,Supplier_75,10,0.83,1.42, New York,43441
P2625, Product1626,BOLTS,369.08,2022,10,286,W10,S185,473,384,20,7662.25,Supplier_86,21,0.8,1.46, Chicago,56222
P1267, Product268,brake pads,11.7,2023,8,410,W7,S114,738,245,16,5462.18,Supplier_15,28,0.81,0.78, Dallas,68292
P1396, Product397,battery packs,72.42,2023,2,208,W4,S158,746,496,21,3324.22,Supplier_59,14,0.87,0.8, Chicago,78107
P2536,Product1537 ,battery packs,382.98,2023,8,213,W8,S182,509,478,22,1684.14,Supplier_83,5,0.83,0.46, Houston,20877
P3429, Product2430,GEARS,429.84,2022,6,498,W1,S171,34,345,10,44805.47,Supplier_72,27,0.81,0.48, Phoenix,69569
P1772,Product773 ,GEARS,171.09,2022,10,439,W7,S177,858,381,7,16756.53,Supplier_78,22,0.99,0.57, Dallas,68292
P3795,Product2796 ,gears,213.08,2023,3,457,W6,S173,813,441,15,28046.25,Supplier_74,6,0.88,0.17,Los Angeles ,44647
P1212,Product213 ,GEARS,279.32,2022,1,234,W9,S136,919,345,10,30807.8,Supplier_37,23,0.94,0.21,San Diego ,47212
P3189,Product2190 ,brake pads,266.29,2022,11,496,W1,S189,96,171,27,4812.48,Supplier_90,11,0.97,0.12, Phoenix,69569
P3056, Product2057,brake pads,326.76,2022,8,71,W9,S193,477,336,18,47314.57,Supplier_94,19,0.87,0.7,San Diego ,47212
P2868,Product1869 ,BOLTS,260.05,2022,3,209,W9,S103,646,285,26,46497.61,Supplier_4,14,0.9,0.35,San Diego ,47212
P1267, Product268,brake pads,11.7,2023,12,223,W7,S114,738,245,16,5462.18,Supplier_15,28,0.81,0.78, Dallas,68292
P2964, Product1965,ENGINE PARTS,341.41,2023,10,274,W8,S144,74,480,18,39927.45,Supplier_45,14,0.89,0.45, Houston,20877
P3528, Product2529,battery packs,56.04,2023,2,229,W4,S155,48,289,26,38812.13,Supplier_56,13,0.91,1.22, Chicago,78107
P1286,Product287 ,BATTERY PACKS,225.01,2022,12,101,W7,S138,898,411,17,1290.2,Supplier_39,24,0.91,0.93, Dallas,68292
P3390, Product2391,brake pads,333.8,2023,3,387,W7,S178,609,114,16,6146.6,Supplier_79,11,0.94,1.45, Dallas,68292
P1630,Product631 ,BOLTS,240.13,2022,2,346,W1,S144,506,444,28,21838.32,Supplier_45,14,0.89,0.95, Phoenix,69569
P1083, Product84,BRAKE PADS,499.75,2022,9,434,W3,S176,801,212,18,44798.8,Supplier_77,25,0.81,1.46,Philadelphia ,48714
P2894, Product1895,gears,426.77,2023,11,462,W7,S136,536,212,25,45289.79,Supplier_37,23,0.94,0.37, Dallas,68292
P1121,Product122 ,ENGINE PARTS,391.12,2022,6,351,W6,S120,38,119,8,9652.46,Supplier_21,28,0.89,0.48,Los Angeles ,44647
P1338, Product339,brake pads,139.92,2022,3,152,W7,S176,765,368,26,45502.74,Supplier_77,25,0.81,0.69, Dallas,68292
P1833, Product834,GEARS,324.22,2022,11,456,W4,S118,758,66,29,41035.49,Supplier_19,5,0.83,1.35, Chicago,78107
P2680, Product1681,brake pads,274.8,2022,12,353,W5,S159,1210,415,16,20652.51,Supplier_60,13,0.96,1.21, New York,43441
P1745, Product746,BOLTS,262.78,2023,9,172,W6,S139,458,284,15,43082.16,Supplier_40,29,0.91,0.44,Los Angeles ,44647
P3080,Product2081 ,ENGINE PARTS,393.91,2022,8,206,W6,S146,927,315,10,43545.53,Supplier_47,20,0.9,1.13,Los Angeles ,44647
P1711,Product712 ,battery packs,498.01,2022,2,325,W10,S151,132,297,16,20587.71,Supplier_52,19,0.91,1.04, Chicago,56222
P1404, Product405,brake pads,282.16,2023,2,247,W7,S196,638,473,18,47513.09,Supplier_97,9,0.98,0.92, Dallas,68292
P3139,Product2140 ,GEARS,375.64,2023,6,246,W2,S137,964,168,16,25903.47,Supplier_38,14,0.96,1.39, Dallas,37687
P1698, Product699,bolts,354.23,2023,11,497,W2,S178,176,130,15,8417.16,Supplier_79,11,0.94,0.31, Dallas,37687
P2563,Product1564 ,gears,65.45,2022,9,147,W1,S162,884,148,10,2178.62,Supplier_63,24,0.85,0.19, Phoenix,69569
P3579, Product2580,BRAKE PADS,52.58,2023,7,470,W1,S188,25,404,5,34523.79,Supplier_89,20,0.95,0.27, Phoenix,69569
P2771,Product1772 ,BOLTS,194.02,2023,12,443,W3,S191,694,82,19,24060.85,Supplier_92,17,0.92,0.93,Philadelphia ,48714
P1639, Product640,gears,415.88,2023,3,119,W7,S185,534,463,14,8075.45,Supplier_86,21,0.8,0.32, Dallas,68292
P1917,Product918 ,engine parts,42.52,2023,7,137,W7,S125,456,130,8,36184.74,Supplier_26,22,0.98,0.66, Dallas,68292
P1290, Product291,BRAKE PADS,99.95,2022,12,269,W9,S159,537,400,18,18284.57,Supplier_60,13,0.96,1.04,San Diego ,47212
P2916, Product1917,battery packs,223.81,2023,1,630,W4,S110,742,142,8,37610.94,Supplier_11,7,0.9,1.07, Chicago,78107
P1719, Product720,ENGINE PARTS,81.17,2023,3,484,W5,S106,645,315,15,42007.71,Supplier_7,29,0.94,0.76, New York,43441
P2680, Product1681,brake pads,274.8,2022,1,224,W5,S159,1210,415,16,20652.51,Supplier_60,13,0.96,1.21, New York,43441
P2765,Product1766 ,BRAKE PADS,334.29,2022,3,359,W3,S169,196,262,15,17073.07,Supplier_70,26,0.81,0.77,Philadelphia ,48714
P4002,Product3003 ,BRAKE PADS,213.27,2022,6,250,W6,S114,4080,454,9,46086.54,Supplier_15,28,0.81,1.12,Los Angeles ,44647
P1623,Product624 ,brake pads,31.02,2022,1,456,W1,S195,404,320,7,47510.57,Supplier_96,13,0.93,1.18, Phoenix,69569
P4003,Product3004 ,bolts,449.99,2023,3,129,W9,S182,449,228,5,32556.44,Supplier_83,5,0.83,1.1,San Diego ,47212
P3372,Product2373 ,battery packs,67.49,2022,12,227,W6,S114,969,313,22,4057.84,Supplier_15,28,0.81,1.3,Los Angeles ,44647
P2245,Product1246 ,BATTERY PACKS,414.87,2022,6,81,W7,S198,120,134,20,49696.18,Supplier_99,27,0.99,0.88, Dallas,68292
P3618,Product2619 ,battery packs,496.13,2023,7,402,W8,S138,139,390,19,24631.11,Supplier_39,24,0.91,0.26, Houston,20877
P3217, Product2218,BOLTS,174.63,2022,5,221,W5,S138,579,124,7,12138.38,Supplier_39,24,0.91,0.12, New York,43441
P2891,Product1892 ,battery packs,318.54,2023,10,396,W9,S159,100,374,16,28158.78,Supplier_60,13,0.96,0.24,San Diego ,47212
P3486, Product2487,bolts,130.26,2022,3,212,W3,S168,735,199,19,29984.33,Supplier_69,12,0.84,1.02,Philadelphia ,48714
P1288, Product289,BRAKE PADS,117.22,2022,10,193,W4,S151,625,345,5,25258.73,Supplier_52,19,0.91,0.9, Chicago,78107
P1680, Product681,BATTERY PACKS,469.09,2023,5,107,W5,S155,474,219,14,39817.08,Supplier_56,13,0.91,0.73, New York,43441
P3063, Product2064,GEARS,84.37,2022,9,445,W9,S164,555,248,10,21153.26,Supplier_65,25,0.9,0.54,San Diego ,47212
P1596,Product597 ,ENGINE PARTS,136.95,2023,5,424,W5,S175,688,309,18,44484.53,Supplier_76,13,1,1.21, New York,43441
P1046,Product47 ,BATTERY PACKS,323.43,2022,8,251,W2,S102,502,51,23,12150.36,Supplier_3,28,0.9,0.73, Dallas,37687
P2247, Product1248,GEARS,161.51,2023,12,63,W1,S178,358,392,5,37356.38,Supplier_79,11,0.94,0.52, Phoenix,69569
P2854,Product1855 ,engine parts,126.81,2022,7,425,W4,S161,143,52,9,20847.01,Supplier_62,12,0.92,1.16, Chicago,78107
P1803,Product804 ,BRAKE PADS,197.24,2022,5,253,W5,S137,476,202,17,21915.81,Supplier_38,14,0.96,0.59, New York,43441
P2630, Product1631,gears,304.41,2022,2,112,W8,S159,281,260,18,19945.65,Supplier_60,13,0.96,0.2, Houston,20877
P2249,Product1250 ,gears,160.2,2022,6,2790,W3,S170,93,162,12,46149.85,Supplier_71,23,0.97,0.48,Philadelphia ,48714
P1516, Product517,engine parts,379.24,2023,5,330,W4,S129,67,89,19,4362.89,Supplier_30,6,0.84,1.01, Chicago,78107
P1523,Product524 ,bolts,482.66,2022,6,353,W4,S163,493,112,28,22484.3,Supplier_64,6,0.9,1.26, Chicago,78107
P1142, Product143,engine parts,82.34,2022,5,129,W3,S107,427,284,22,32310.23,Supplier_8,16,0.88,0.41,Philadelphia ,48714
P3750, Product2751,engine parts,413.11,2023,8,155,W5,S105,206,327,27,45789.19,Supplier_6,14,0.9,0.69, New York,43441
P1379, Product380,BRAKE PADS,100.89,2022,7,339,W2,S152,614,371,8,11371.5,Supplier_53,9,0.9,0.44, Dallas,37687
P1711,Product712 ,battery packs,498.01,2023,1,146,W10,S151,132,297,16,20587.71,Supplier_52,19,0.91,1.04, Chicago,56222
P3288,Product2289 ,bolts,330.89,2022,1,107,W9,S112,498,165,25,1103.48,Supplier_13,27,0.88,1.34,San Diego ,47212
